<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
30/09/20;11:00:00;112.6900000;113.0000000;112.6000000;112.7500000;5201
30/09/20;11:30:00;112.8000000;113.3000000;112.7500000;112.9500000;5438
30/09/20;12:00:00;113.0100000;113.2500000;112.7600000;113.2500000;4227
30/09/20;12:30:00;113.2600000;113.2600000;112.4100000;112.5900000;6688
30/09/20;13:00:00;112.5500000;113.1400000;112.5500000;113.1400000;3818
30/09/20;13:30:00;113.1400000;113.1400000;112.7100000;113.1000000;3605
30/09/20;14:00:00;113.1100000;113.5800000;112.8600000;113.2900000;8251
30/09/20;14:30:00;113.3000000;113.6000000;113.2000000;113.5000000;4253
30/09/20;15:00:00;113.5400000;113.5500000;113.1200000;113.2000000;10366
30/09/20;15:30:00;113.2000000;113.7000000;113.0800000;113.7000000;56229
30/09/20;16:00:00;113.7000000;114.2300000;113.6100000;114.0300000;87736
30/09/20;16:30:00;114.0000000;114.1900000;113.6000000;113.6500000;87532
30/09/20;17:00:00;113.7500000;115.8600000;113.6200000;115.7600000;3099647
30/09/20;17:30:00;115.7800000;116.4800000;115.3200000;116.1500000;2126267
30/09/20;18:00:00;116.1600000;116.4200000;115.7700000;116.1600000;1429198
30/09/20;18:30:00;116.1600000;116.2900000;115.7100000;115.8100000;1151813
30/09/20;19:00:00;115.8000000;116.7000000;115.7700000;116.5800000;1469492
30/09/20;19:30:00;116.5800000;116.8900000;116.4700000;116.6000000;820675
30/09/20;20:00:00;116.5800000;116.7400000;116.0600000;116.2300000;621826
30/09/20;20:30:00;116.2300000;116.3000000;115.7800000;116.2600000;709505
30/09/20;21:00:00;116.2700000;116.9700000;116.2400000;116.8200000;826245
30/09/20;21:30:00;116.8100000;117.2400000;116.3600000;116.7600000;1476390
30/09/20;22:00:00;116.7500000;116.7500000;115.6700000;116.3800000;1334263
30/09/20;22:30:00;116.3600000;116.6500000;114.9600000;115.5900000;1860916
30/09/20;23:00:00;115.5900000;116.3900000;115.0200000;115.6100000;3058659
30/09/20;23:30:00;115.8100000;116.1000000;115.1900000;115.4500000;13826947
01/10/20;00:00:00;115.4800000;115.7500000;115.1100000;115.4500000;9478
01/10/20;00:30:00;115.4400000;115.7800000;115.3300000;115.4800000;5444
01/10/20;01:00:00;115.5000000;115.7300000;115.4300000;115.7300000;4075
01/10/20;01:30:00;115.6000000;115.9900000;115.6000000;115.8800000;7307
01/10/20;02:00:00;115.8800000;115.9000000;115.5600000;115.8800000;881
01/10/20;10:30:00;116.7000000;117.4600000;116.0300000;116.7000000;13634
01/10/20;11:00:00;116.7000000;116.9000000;116.5800000;116.7500000;3463
01/10/20;11:30:00;116.7500000;117.1000000;116.6500000;116.7500000;8755
01/10/20;12:00:00;116.7600000;117.0000000;116.6000000;116.7400000;6110
01/10/20;12:30:00;116.7400000;117.1600000;116.7300000;117.1600000;7415
01/10/20;13:00:00;117.0900000;117.3300000;117.0400000;117.3000000;9715
01/10/20;13:30:00;117.2600000;117.4300000;117.0700000;117.3400000;9674
01/10/20;14:00:00;117.3200000;117.4000000;117.1000000;117.3300000;4252
01/10/20;14:30:00;117.2500000;117.8600000;117.0900000;117.4700000;11909
01/10/20;15:00:00;117.4600000;117.5500000;117.3500000;117.4600000;25767
01/10/20;15:30:00;117.5300000;117.6600000;117.3000000;117.6600000;62485
01/10/20;16:00:00;117.6500000;118.1000000;117.4600000;117.7000000;148572
01/10/20;16:30:00;117.7000000;117.8100000;117.4000000;117.7000000;177153
01/10/20;17:00:00;117.7600000;117.7600000;116.1600000;116.4000000;3655058
01/10/20;17:30:00;116.4000000;116.9700000;116.2800000;116.6500000;1309686
01/10/20;18:00:00;116.6600000;117.0200000;116.5000000;116.7600000;987065
01/10/20;18:30:00;116.7600000;116.8900000;116.1400000;116.6500000;1047524
01/10/20;19:00:00;116.6600000;116.8800000;116.2400000;116.3300000;733829
01/10/20;19:30:00;116.3200000;116.3700000;115.8300000;116.2600000;1113165
01/10/20;20:00:00;116.2500000;116.4500000;116.0100000;116.3200000;572440
01/10/20;20:30:00;116.3400000;116.5500000;116.2200000;116.3800000;632696
01/10/20;21:00:00;116.3900000;116.9200000;116.2500000;116.4400000;618993
01/10/20;21:30:00;116.5000000;116.7900000;115.9200000;116.4200000;1163067
01/10/20;22:00:00;116.4100000;116.9200000;116.4000000;116.7400000;783359
01/10/20;22:30:00;116.7500000;116.9800000;116.3000000;116.4000000;737334
01/10/20;23:00:00;116.3800000;117.0000000;116.1200000;116.8000000;1845571
01/10/20;23:30:00;116.7900000;117.0000000;116.5000000;116.7700000;7725035
02/10/20;00:00:00;116.7700000;116.8800000;116.7200000;116.7900000;2091
02/10/20;00:30:00;116.7900000;116.8400000;116.6300000;116.6900000;7244
02/10/20;01:00:00;116.6500000;116.8900000;116.6400000;116.8300000;7610
02/10/20;01:30:00;116.8800000;117.1000000;116.7100000;116.9000000;18201
02/10/20;02:00:00;116.8200000;117.0000000;116.6600000;116.8900000;3256
02/10/20;10:30:00;113.8900000;115.2800000;110.5000000;115.1200000;35865
02/10/20;11:00:00;115.1200000;115.4000000;114.2000000;114.6600000;10618
02/10/20;11:30:00;114.6500000;114.6600000;113.7000000;114.3200000;16879
02/10/20;12:00:00;114.3100000;114.5800000;114.0500000;114.2300000;8339
02/10/20;12:30:00;114.2100000;114.5600000;113.5800000;113.6400000;9936
02/10/20;13:00:00;113.6000000;113.9800000;113.2400000;113.5000000;11050
02/10/20;13:30:00;113.5000000;113.7000000;113.0000000;113.5700000;10502
02/10/20;14:00:00;113.6000000;114.3000000;113.4100000;114.0700000;11767
02/10/20;14:30:00;113.8900000;113.9200000;113.1600000;113.1700000;7045
02/10/20;15:00:00;113.1800000;113.3900000;112.7900000;112.9300000;130637
02/10/20;15:30:00;112.9500000;113.9500000;112.9000000;113.7900000;209377
02/10/20;16:00:00;113.7800000;113.9200000;113.0700000;113.2600000;192669
02/10/20;16:30:00;113.2800000;113.3200000;112.5600000;112.8300000;341207
02/10/20;17:00:00;112.7500000;114.6100000;112.2300000;114.1700000;5603817
02/10/20;17:30:00;114.1700000;115.2800000;114.0700000;115.1900000;1596145
02/10/20;18:00:00;115.1800000;115.3700000;114.7300000;115.1200000;1335230
02/10/20;18:30:00;115.1100000;115.1800000;114.3800000;114.4400000;1038523
02/10/20;19:00:00;114.4200000;114.4900000;113.1400000;113.3000000;1801385
02/10/20;19:30:00;113.3100000;114.5600000;112.5700000;114.2000000;2176627
02/10/20;20:00:00;114.2000000;114.5000000;113.8300000;114.0800000;930438
02/10/20;20:30:00;114.0800000;114.1700000;113.5000000;113.9100000;1049009
02/10/20;21:00:00;113.9100000;113.9800000;113.2800000;113.5900000;904622
02/10/20;21:30:00;113.5800000;114.2700000;113.5700000;113.7600000;846403
02/10/20;22:00:00;113.7500000;113.9000000;113.1900000;113.7300000;1161896
02/10/20;22:30:00;113.7500000;113.9400000;113.1600000;113.4600000;973979
02/10/20;23:00:00;113.4600000;113.9300000;113.0000000;113.0200000;3047029
02/10/20;23:30:00;113.0200000;113.4200000;112.9600000;113.2100000;6335835
03/10/20;00:00:00;113.2100000;113.3900000;113.1600000;113.2000000;30548
03/10/20;00:30:00;113.2000000;113.2000000;112.5100000;112.5600000;42862
03/10/20;01:00:00;112.6000000;112.7000000;112.3200000;112.5900000;46856
03/10/20;01:30:00;112.6800000;112.7900000;112.4000000;112.4800000;12256
03/10/20;02:00:00;112.5000000;112.7900000;112.4300000;112.5300000;7473
05/10/20;10:30:00;113.8200000;114.5700000;113.5000000;114.1000000;11645
05/10/20;11:00:00;114.1000000;114.2500000;113.8100000;114.2200000;2928
05/10/20;11:30:00;114.2200000;114.3700000;113.7200000;114.1300000;9222
05/10/20;12:00:00;114.1700000;114.3800000;114.1300000;114.2700000;5268
05/10/20;12:30:00;114.2500000;114.3000000;114.0800000;114.2200000;2522
05/10/20;13:00:00;114.2000000;114.4400000;114.1600000;114.4400000;3480
05/10/20;13:30:00;114.4300000;114.6100000;114.3000000;114.3500000;3532
05/10/20;14:00:00;114.3900000;114.4900000;114.2500000;114.4500000;2393
05/10/20;14:30:00;114.4500000;114.4500000;113.8000000;114.0800000;6628
05/10/20;15:00:00;114.0800000;114.3500000;113.9700000;114.0000000;62311
05/10/20;15:30:00;113.9800000;114.4000000;113.8300000;113.9300000;55089
05/10/20;16:00:00;113.9300000;114.0000000;113.7000000;113.9200000;94100
05/10/20;16:30:00;113.9200000;114.0900000;113.8500000;113.9400000;86775
05/10/20;17:00:00;113.9100000;114.6700000;113.5600000;114.5900000;3215498
05/10/20;17:30:00;114.6100000;115.2000000;114.6000000;114.9600000;1378389
05/10/20;18:00:00;114.9600000;115.4900000;114.9600000;115.1500000;1059411
05/10/20;18:30:00;115.1400000;115.3400000;114.8300000;115.3100000;1043567
05/10/20;19:00:00;115.3200000;115.3600000;114.9200000;115.1700000;699054
05/10/20;19:30:00;115.1800000;115.7800000;115.0600000;115.7100000;904719
05/10/20;20:00:00;115.7100000;115.8400000;115.5300000;115.8200000;559191
05/10/20;20:30:00;115.8200000;116.1000000;115.7500000;115.9000000;873573
05/10/20;21:00:00;115.9200000;115.9500000;115.3500000;115.4800000;739744
05/10/20;21:30:00;115.4600000;115.5000000;115.1800000;115.2500000;576194
05/10/20;22:00:00;115.2500000;115.9700000;115.2400000;115.9600000;694291
05/10/20;22:30:00;115.9800000;116.4000000;115.8800000;116.3100000;1161226
05/10/20;23:00:00;116.3100000;116.6500000;116.0100000;116.5400000;2531573
05/10/20;23:30:00;116.5000000;116.6300000;116.3000000;116.3600000;5406112
06/10/20;00:00:00;116.3600000;116.5500000;116.3400000;116.3800000;15947
06/10/20;00:30:00;116.4000000;116.4600000;116.3500000;116.3900000;2924
06/10/20;01:00:00;116.3700000;116.4900000;116.3500000;116.3600000;1179
06/10/20;01:30:00;116.3900000;116.5000000;116.3600000;116.4700000;4682
06/10/20;02:00:00;116.4700000;116.5900000;116.4000000;116.4600000;2320
06/10/20;10:30:00;116.2000000;116.5000000;115.3300000;116.3600000;8767
06/10/20;11:00:00;116.3000000;116.3000000;115.5000000;115.7400000;8902
06/10/20;11:30:00;115.7400000;115.9500000;115.5200000;115.7400000;4718
06/10/20;12:00:00;115.7000000;115.8700000;115.5300000;115.6400000;2596
06/10/20;12:30:00;115.6400000;115.8200000;115.6100000;115.7000000;1834
06/10/20;13:00:00;115.6900000;115.7900000;115.6000000;115.6900000;1334
06/10/20;13:30:00;115.6900000;115.8500000;115.5000000;115.7200000;6527
06/10/20;14:00:00;115.7300000;116.0000000;115.5000000;115.6000000;2039
06/10/20;14:30:00;115.6800000;116.1000000;115.6800000;116.0600000;3880
06/10/20;15:00:00;116.0800000;116.1400000;115.7500000;115.8400000;28218
06/10/20;15:30:00;115.8500000;115.9900000;115.7500000;115.9500000;73787
06/10/20;16:00:00;115.9300000;116.1000000;115.7200000;115.9200000;85482
06/10/20;16:30:00;115.9200000;116.0700000;115.6800000;115.6800000;103389
06/10/20;17:00:00;115.7600000;116.1200000;114.5400000;114.9100000;3920102
06/10/20;17:30:00;114.9000000;115.5900000;114.8700000;115.2000000;1503402
06/10/20;18:00:00;115.2000000;115.3500000;114.5700000;114.9900000;1161140
06/10/20;18:30:00;114.9800000;115.1200000;113.6600000;114.0300000;1667656
06/10/20;19:00:00;114.0300000;114.3100000;113.4800000;113.8400000;1355103
06/10/20;19:30:00;113.8400000;115.2200000;113.8000000;114.9100000;2193954
06/10/20;20:00:00;114.9300000;115.4400000;114.6900000;115.2600000;788174
06/10/20;20:30:00;115.2800000;115.6300000;115.1200000;115.2100000;676898
06/10/20;21:00:00;115.2100000;115.2700000;114.7900000;114.9800000;590634
06/10/20;21:30:00;114.9800000;115.6000000;114.9000000;115.4500000;576323
06/10/20;22:00:00;115.4500000;116.0200000;113.1300000;114.0500000;2447682
06/10/20;22:30:00;114.0000000;114.0400000;112.2500000;113.7800000;2534407
06/10/20;23:00:00;113.7700000;114.0200000;112.8100000;113.1800000;3136375
06/10/20;23:30:00;113.1600000;113.3200000;112.8000000;112.8800000;6564054
07/10/20;00:00:00;112.8500000;112.9600000;112.3300000;112.5000000;74805
07/10/20;00:30:00;112.4500000;112.8400000;112.4500000;112.8100000;31461
07/10/20;01:00:00;112.8200000;113.0000000;112.7100000;112.9000000;26458
07/10/20;01:30:00;112.8900000;112.9500000;112.6800000;112.8700000;15978
07/10/20;02:00:00;112.8900000;113.1000000;112.8600000;113.0600000;4163
07/10/20;10:30:00;114.0000000;114.5000000;113.7100000;114.4300000;15432
07/10/20;11:00:00;114.4300000;114.4900000;114.2500000;114.3600000;5619
07/10/20;11:30:00;114.3000000;114.3700000;113.9000000;113.9000000;8460
07/10/20;12:00:00;113.9100000;114.1800000;113.8000000;114.0000000;2823
07/10/20;12:30:00;114.0000000;114.0100000;113.8000000;114.0100000;1722
07/10/20;13:00:00;114.0400000;114.1500000;113.7900000;113.7900000;2591
07/10/20;13:30:00;113.7900000;113.9600000;113.6400000;113.7700000;2845
07/10/20;14:00:00;113.7600000;114.2100000;113.6000000;114.0000000;3527
07/10/20;14:30:00;114.0000000;114.4500000;114.0000000;114.3000000;6088
07/10/20;15:00:00;114.3100000;114.3900000;114.1800000;114.3400000;30001
07/10/20;15:30:00;114.3400000;114.6000000;114.2400000;114.4600000;103394
07/10/20;16:00:00;114.4900000;114.7300000;114.4000000;114.5400000;91161
07/10/20;16:30:00;114.5400000;114.7500000;114.4200000;114.6500000;145200
07/10/20;17:00:00;114.6100000;115.2400000;114.3800000;114.6500000;2362129
07/10/20;17:30:00;114.6800000;114.7500000;114.1400000;114.2800000;1415106
07/10/20;18:00:00;114.2800000;114.9300000;114.1800000;114.9200000;835890
07/10/20;18:30:00;114.9200000;115.1100000;114.7800000;115.0700000;939442
07/10/20;19:00:00;115.0700000;115.1600000;114.6700000;114.6900000;643653
07/10/20;19:30:00;114.6900000;114.9700000;114.1300000;114.4800000;894227
07/10/20;20:00:00;114.4700000;115.0000000;114.4700000;114.9700000;571188
07/10/20;20:30:00;114.9700000;115.1200000;114.8800000;115.1000000;620223
07/10/20;21:00:00;115.1000000;115.4700000;115.0900000;115.2100000;839708
07/10/20;21:30:00;115.2100000;115.4400000;114.9900000;115.3500000;543457
07/10/20;22:00:00;115.3400000;115.4100000;115.0600000;115.2900000;452032
07/10/20;22:30:00;115.3000000;115.4400000;115.0700000;115.1300000;675571
07/10/20;23:00:00;115.1400000;115.2600000;114.8400000;115.0300000;2099213
07/10/20;23:30:00;115.0800000;115.1400000;114.8000000;115.0000000;5764192
08/10/20;00:00:00;115.0000000;115.0700000;114.9600000;114.9600000;14500
08/10/20;00:30:00;114.9900000;115.2000000;114.9500000;115.1700000;7236
08/10/20;01:00:00;115.2000000;115.2000000;115.0600000;115.1500000;2467
08/10/20;01:30:00;115.1500000;115.2500000;115.1000000;115.2400000;3311
08/10/20;02:00:00;115.2200000;115.2900000;115.2200000;115.2800000;3094
08/10/20;10:30:00;116.2700000;116.2700000;115.5000000;115.9000000;9294
08/10/20;11:00:00;115.9200000;116.0000000;115.7200000;115.9200000;3905
08/10/20;11:30:00;115.9200000;115.9900000;115.7300000;115.7300000;5095
08/10/20;12:00:00;115.7300000;115.9000000;115.6700000;115.9000000;3545
08/10/20;12:30:00;115.9000000;116.1500000;115.8300000;116.0700000;7349
08/10/20;13:00:00;116.0400000;116.1500000;115.8800000;116.0800000;5118
08/10/20;13:30:00;116.0500000;116.1000000;115.9500000;116.0800000;2973
08/10/20;14:00:00;116.0400000;116.0900000;115.6400000;115.8100000;5995
08/10/20;14:30:00;115.8000000;116.1200000;115.6900000;116.1200000;9150
08/10/20;15:00:00;116.1200000;116.2900000;115.9500000;116.2500000;44632
08/10/20;15:30:00;116.2400000;116.5000000;116.1400000;116.3000000;121062
08/10/20;16:00:00;116.3000000;116.3300000;116.0900000;116.1700000;89073
08/10/20;16:30:00;116.1800000;116.3100000;116.1500000;116.2800000;83363
08/10/20;17:00:00;116.2300000;116.4000000;115.3600000;115.5300000;3345704
08/10/20;17:30:00;115.5300000;115.6800000;115.0500000;115.2000000;991159
08/10/20;18:00:00;115.2200000;115.4700000;115.1000000;115.2700000;728578
08/10/20;18:30:00;115.2600000;115.7700000;115.1600000;115.4500000;890546
08/10/20;19:00:00;115.4500000;115.4600000;114.9200000;115.2300000;855168
08/10/20;19:30:00;115.2400000;115.5300000;115.2300000;115.3600000;596098
08/10/20;20:00:00;115.3600000;115.4200000;115.1700000;115.2600000;398349
08/10/20;20:30:00;115.2700000;115.2900000;114.6600000;114.8400000;727006
08/10/20;21:00:00;114.8300000;115.0000000;114.7100000;114.7200000;379024
08/10/20;21:30:00;114.7100000;115.0200000;114.6000000;114.9000000;552569
08/10/20;22:00:00;114.9000000;115.1400000;114.8300000;115.1000000;546904
08/10/20;22:30:00;115.1000000;115.1300000;114.8200000;114.9600000;572187
08/10/20;23:00:00;114.9700000;115.0000000;114.8000000;114.9700000;1286423
08/10/20;23:30:00;114.9700000;115.1200000;114.8700000;115.0800000;3723885
09/10/20;00:00:00;115.0800000;115.1900000;114.9800000;115.1000000;14630
09/10/20;00:30:00;115.1000000;115.1900000;115.0600000;115.0900000;6950
09/10/20;01:00:00;115.0900000;115.1600000;115.0500000;115.1000000;9149
09/10/20;01:30:00;115.1300000;115.1900000;115.0700000;115.1500000;29201
09/10/20;02:00:00;115.1700000;115.2000000;115.1100000;115.1500000;1570
09/10/20;10:30:00;115.8800000;115.8800000;115.0000000;115.3800000;9531
09/10/20;11:00:00;115.3800000;115.4000000;115.1100000;115.3900000;3046
09/10/20;11:30:00;115.3900000;115.4800000;115.2200000;115.3000000;4260
09/10/20;12:00:00;115.3000000;115.4300000;115.1500000;115.3800000;4625
09/10/20;12:30:00;115.3800000;115.4300000;115.2500000;115.3200000;1827
09/10/20;13:00:00;115.3800000;115.3900000;115.2200000;115.3000000;1040
09/10/20;13:30:00;115.2600000;115.3800000;115.1900000;115.2800000;2776
09/10/20;14:00:00;115.3000000;115.3500000;115.0100000;115.0700000;1906
09/10/20;14:30:00;115.0900000;115.3000000;115.0200000;115.2700000;2327
09/10/20;15:00:00;115.2700000;115.3000000;115.1800000;115.2400000;17778
09/10/20;15:30:00;115.2300000;115.4800000;115.2000000;115.3400000;34140
09/10/20;16:00:00;115.3600000;115.7000000;115.3300000;115.5800000;70833
09/10/20;16:30:00;115.5800000;115.5800000;115.1200000;115.2500000;106235
09/10/20;17:00:00;115.3000000;116.2800000;114.9200000;115.9400000;3647967
09/10/20;17:30:00;115.9400000;116.2100000;115.6800000;115.9600000;1365348
09/10/20;18:00:00;115.9700000;116.3600000;115.9200000;116.2600000;1221886
09/10/20;18:30:00;116.2800000;116.3700000;115.9300000;116.0100000;910143
09/10/20;19:00:00;116.0200000;116.2400000;115.7900000;116.1300000;1045175
09/10/20;19:30:00;116.1300000;116.3500000;115.7700000;116.0100000;809740
09/10/20;20:00:00;116.0000000;116.3300000;115.9800000;116.2800000;799732
09/10/20;20:30:00;116.2900000;116.6200000;116.1800000;116.2000000;938423
09/10/20;21:00:00;116.2000000;116.2500000;115.9900000;116.1200000;589148
09/10/20;21:30:00;116.1300000;116.4100000;116.1100000;116.2400000;617096
09/10/20;22:00:00;116.2300000;116.4500000;116.0500000;116.0900000;617863
09/10/20;22:30:00;116.1000000;116.5800000;116.0300000;116.5700000;780720
09/10/20;23:00:00;116.5600000;117.0000000;116.3500000;116.9800000;2512068
09/10/20;23:30:00;116.9700000;117.4000000;116.9200000;117.3200000;5714997
10/10/20;00:00:00;117.3300000;117.5400000;117.0000000;117.4700000;56500
10/10/20;00:30:00;117.4900000;117.5400000;117.2600000;117.5300000;22481
10/10/20;01:00:00;117.5400000;117.7900000;117.5100000;117.7000000;18943
10/10/20;01:30:00;117.7300000;117.8100000;117.5100000;117.7500000;8565
10/10/20;02:00:00;117.8000000;117.9200000;117.7100000;117.8400000;12285
12/10/20;10:30:00;118.3600000;119.2000000;116.9900000;118.6000000;42875
12/10/20;11:00:00;118.6000000;119.4900000;118.5100000;119.1200000;24327
12/10/20;11:30:00;119.1000000;120.8000000;119.0000000;120.7400000;67517
12/10/20;12:00:00;120.7100000;120.9000000;120.0700000;120.2600000;48133
12/10/20;12:30:00;120.2600000;120.4600000;119.5500000;119.8500000;33682
12/10/20;13:00:00;119.8900000;120.0900000;119.5500000;119.8000000;13486
12/10/20;13:30:00;119.8000000;120.1500000;119.7000000;120.0300000;13460
12/10/20;14:00:00;120.0000000;120.5000000;119.9900000;120.4400000;10809
12/10/20;14:30:00;120.4100000;120.5000000;120.0700000;120.4000000;10322
12/10/20;15:00:00;120.4100000;120.8300000;120.2000000;120.7800000;64163
12/10/20;15:30:00;120.7800000;121.0000000;120.5500000;120.9000000;179151
12/10/20;16:00:00;120.8800000;121.0000000;120.2100000;120.5700000;149224
12/10/20;16:30:00;120.5700000;120.8200000;120.0100000;120.0600000;437400
12/10/20;17:00:00;120.0400000;121.4900000;119.2900000;120.4400000;4725261
12/10/20;17:30:00;120.4400000;121.1400000;120.2000000;120.9200000;1576117
12/10/20;18:00:00;120.9200000;121.8200000;120.7700000;121.7700000;1562078
12/10/20;18:30:00;121.8000000;122.6400000;121.7900000;122.5300000;2135643
12/10/20;19:00:00;122.5300000;123.6300000;122.2900000;122.7100000;2719273
12/10/20;19:30:00;122.7100000;123.3300000;122.5700000;123.2700000;1695719
12/10/20;20:00:00;123.2600000;123.7500000;123.0400000;123.5500000;1545617
12/10/20;20:30:00;123.5600000;124.0000000;123.3600000;123.9800000;1407642
12/10/20;21:00:00;123.9900000;124.4800000;123.9100000;124.3000000;1892588
12/10/20;21:30:00;124.3200000;125.1800000;124.3000000;125.0400000;2783069
12/10/20;22:00:00;125.0600000;125.0900000;124.1600000;124.3000000;2461818
12/10/20;22:30:00;124.3000000;124.5800000;123.6200000;124.3200000;2160496
12/10/20;23:00:00;124.3200000;124.6400000;123.9600000;124.2900000;4070739
12/10/20;23:30:00;124.4000000;124.7500000;124.3100000;124.3800000;11632800
13/10/20;00:00:00;124.3800000;124.7500000;124.3800000;124.5400000;39754
13/10/20;00:30:00;124.5400000;124.7000000;124.5200000;124.7000000;10831
13/10/20;01:00:00;124.6800000;124.9500000;124.6200000;124.9400000;30730
13/10/20;01:30:00;124.9200000;124.9800000;124.8300000;124.8300000;25275
13/10/20;02:00:00;124.8300000;124.8500000;124.6400000;124.7000000;10344
13/10/20;10:30:00;125.3600000;126.6900000;125.0100000;125.2400000;90384
13/10/20;11:00:00;125.2400000;125.9900000;125.2000000;125.7300000;33295
13/10/20;11:30:00;125.7300000;125.9900000;125.0100000;125.7400000;40559
13/10/20;12:00:00;125.7400000;126.1000000;125.6900000;126.1000000;27490
13/10/20;12:30:00;126.1000000;126.4900000;125.8800000;126.4000000;42525
13/10/20;13:00:00;126.4000000;126.9900000;126.3800000;126.9500000;42405
13/10/20;13:30:00;126.9500000;127.6500000;126.8200000;127.3300000;58640
13/10/20;14:00:00;127.3300000;127.3300000;125.9000000;126.5900000;88046
13/10/20;14:30:00;126.5800000;126.9700000;125.2000000;126.5800000;75158
13/10/20;15:00:00;126.5000000;126.5500000;126.0700000;126.2700000;117022
13/10/20;15:30:00;126.2500000;126.3800000;125.7500000;126.1500000;264566
13/10/20;16:00:00;126.1500000;126.4800000;125.7200000;125.8100000;322058
13/10/20;16:30:00;125.8200000;125.8300000;125.0000000;125.3000000;512134
13/10/20;17:00:00;125.3000000;125.3900000;121.5300000;122.8900000;8153337
13/10/20;17:30:00;122.8900000;123.9200000;122.5100000;123.7500000;2223609
13/10/20;18:00:00;123.7600000;123.8700000;123.0400000;123.5300000;1892931
13/10/20;18:30:00;123.5400000;124.7400000;123.5100000;124.4300000;1747877
13/10/20;19:00:00;124.4300000;124.6400000;123.1400000;123.7300000;1811897
13/10/20;19:30:00;123.7300000;123.7500000;122.4600000;123.0800000;1588271
13/10/20;20:00:00;123.0900000;123.1000000;122.2000000;122.6300000;1309216
13/10/20;20:30:00;122.6200000;123.6800000;120.7800000;122.6000000;4298165
13/10/20;21:00:00;122.5800000;122.6600000;119.6900000;120.3900000;4049099
13/10/20;21:30:00;120.4000000;121.4500000;119.8800000;120.8900000;3073419
13/10/20;22:00:00;120.8900000;121.4200000;120.4700000;121.3100000;1654505
13/10/20;22:30:00;121.3000000;122.2000000;121.2000000;121.8000000;1972827
13/10/20;23:00:00;121.8000000;122.0500000;121.0300000;121.0400000;2879187
13/10/20;23:30:00;121.1000000;121.4200000;121.0000000;121.2500000;6422574
14/10/20;00:00:00;121.2500000;121.3900000;120.5400000;120.8200000;38290
14/10/20;00:30:00;120.8500000;120.9500000;120.7000000;120.7300000;14838
14/10/20;01:00:00;120.7500000;121.0800000;120.7200000;120.9000000;21788
14/10/20;01:30:00;120.9000000;121.3500000;120.8500000;121.3000000;26741
14/10/20;02:00:00;121.3200000;121.4700000;121.3100000;121.4500000;13693
14/10/20;10:30:00;122.3500000;122.8100000;121.9100000;121.9900000;28991
14/10/20;11:00:00;121.9900000;122.5000000;121.7700000;122.5000000;13818
14/10/20;11:30:00;122.4500000;122.6000000;121.9600000;122.2900000;15426
14/10/20;12:00:00;122.3000000;122.3800000;122.0800000;122.2400000;6159
14/10/20;12:30:00;122.2500000;122.3100000;121.7700000;121.7800000;12896
14/10/20;13:00:00;121.7700000;121.8000000;121.2700000;121.3800000;17612
14/10/20;13:30:00;121.3300000;121.5800000;120.6100000;121.0100000;19800
14/10/20;14:00:00;121.0200000;121.1500000;120.6300000;120.9100000;10594
14/10/20;14:30:00;121.0000000;121.7700000;120.7800000;121.5300000;11560
14/10/20;15:00:00;121.5300000;121.6000000;121.2600000;121.4500000;50172
14/10/20;15:30:00;121.4200000;121.6000000;121.2700000;121.3000000;78493
14/10/20;16:00:00;121.3000000;121.3900000;121.1000000;121.2800000;76924
14/10/20;16:30:00;121.2800000;121.3200000;120.8200000;120.9800000;131630
14/10/20;17:00:00;120.9400000;123.0300000;120.0400000;122.6800000;5013677
14/10/20;17:30:00;122.6900000;122.8200000;121.4000000;121.6800000;1718137
14/10/20;18:00:00;121.7300000;122.3800000;121.1800000;122.1200000;1499191
14/10/20;18:30:00;122.1300000;122.2700000;121.4900000;121.6100000;823478
14/10/20;19:00:00;121.6100000;121.7300000;120.7200000;120.8200000;1357950
14/10/20;19:30:00;120.8400000;121.3200000;119.7100000;120.2500000;1739830
14/10/20;20:00:00;120.2600000;120.6600000;120.0000000;120.2900000;1122958
14/10/20;20:30:00;120.2800000;120.7700000;120.0800000;120.1500000;770386
14/10/20;21:00:00;120.1600000;120.7000000;119.6200000;120.5300000;1088135
14/10/20;21:30:00;120.5500000;121.2000000;120.5100000;120.8300000;1001668
14/10/20;22:00:00;120.8300000;121.3600000;120.5200000;121.1900000;830883
14/10/20;22:30:00;121.2000000;121.7300000;121.0400000;121.4900000;967300
14/10/20;23:00:00;121.4800000;122.0000000;121.1400000;121.1700000;2392844
14/10/20;23:30:00;121.1800000;121.3100000;120.7100000;120.8000000;5648762
15/10/20;00:00:00;120.8000000;121.0000000;120.5500000;120.7900000;6500
15/10/20;00:30:00;120.7800000;120.8700000;120.6600000;120.7000000;4640
15/10/20;01:00:00;120.7400000;120.9800000;120.7000000;120.8700000;3235
15/10/20;01:30:00;120.8700000;121.1600000;120.8500000;121.0700000;9195
15/10/20;02:00:00;121.1100000;121.1100000;120.7500000;120.8700000;3491
15/10/20;10:30:00;120.1000000;120.1000000;118.0800000;118.9300000;40236
15/10/20;11:00:00;118.9300000;119.0000000;118.7100000;118.9000000;8643
15/10/20;11:30:00;118.9100000;119.2900000;117.5000000;117.9800000;44139
15/10/20;12:00:00;117.9800000;117.9800000;117.0600000;117.6500000;48789
